"train_end","rmse","mae","mape","ClimaticVariable","Model"
64,2.96355280183887,2.96355280183887,20.3417386970186,"Temperature","Holt–Winters"
65,1.39051857644161,1.39051857644161,6.08022928908423,"Temperature","Holt–Winters"
66,0.249208707297367,0.249208707297367,1.09374116314605,"Temperature","Holt–Winters"
67,0.895322791273014,0.895322791273014,3.76070672264077,"Temperature","Holt–Winters"
68,0.0288307578556726,0.0288307578556726,0.158794014921757,"Temperature","Holt–Winters"
69,1.62537476727181,1.62537476727181,11.7969724109522,"Temperature","Holt–Winters"
70,3.31414721724619,3.31414721724619,31.076925600153,"Temperature","Holt–Winters"
71,1.84671461325802,1.84671461325802,44.2615288642914,"Temperature","Holt–Winters"
72,0.669972081173758,0.669972081173758,360.256332894256,"Temperature","Holt–Winters"
73,2.18170382588572,2.18170382588572,34.4638713737818,"Temperature","Holt–Winters"
74,0.434936257804855,0.434936257804855,5.55222319344295,"Temperature","Holt–Winters"
75,0.956571011365938,0.956571011365938,7.60267295313126,"Temperature","Holt–Winters"
76,1.37572382508702,1.37572382508702,8.69730497610261,"Temperature","Holt–Winters"
77,1.26311365879801,1.26311365879801,6.2058010681299,"Temperature","Holt–Winters"
78,0.520902341987767,0.520902341987767,2.31828733125874,"Temperature","Holt–Winters"
79,0.533905131686971,0.533905131686971,2.27159579009777,"Temperature","Holt–Winters"
80,1.03187371040565,1.03187371040565,5.36864309380062,"Temperature","Holt–Winters"
81,0.112654646940646,0.112654646940646,0.880133453847614,"Temperature","Holt–Winters"
82,1.58899457047519,1.58899457047519,24.9544423402317,"Temperature","Holt–Winters"
83,2.15830530383762,2.15830530383762,46.7698538175084,"Temperature","Holt–Winters"
36,36.3408045452626,36.3408045452626,267.211798126931,"Precipitation","(S)ARIMA"
37,24.6525489936984,24.6525489936984,183.97424622163,"Precipitation","(S)ARIMA"
38,29.0508336900906,29.0508336900906,110.041036704889,"Precipitation","(S)ARIMA"
39,45.6826290311774,45.6826290311774,108.768164359946,"Precipitation","(S)ARIMA"
40,67.000637901846,67.000637901846,97.3846481131482,"Precipitation","(S)ARIMA"
41,24.7313003592719,24.7313003592719,174.164087037126,"Precipitation","(S)ARIMA"
42,39.6687023160501,39.6687023160501,826.431298251043,"Precipitation","(S)ARIMA"
43,52.5275795828299,52.5275795828299,5252.75795828299,"Precipitation","(S)ARIMA"
44,24.363851664447,24.363851664447,6090.96291611176,"Precipitation","(S)ARIMA"
45,1.52241985620886,1.52241985620886,15.5348964919271,"Precipitation","(S)ARIMA"
46,12.0017389644424,12.0017389644424,86.9691229307417,"Precipitation","(S)ARIMA"
47,59.0954023237338,59.0954023237338,100.502384904309,"Precipitation","(S)ARIMA"
48,22.5960330581623,22.5960330581623,72.8904292198784,"Precipitation","(S)ARIMA"
49,51.3100905582358,51.3100905582358,80.1720164972435,"Precipitation","(S)ARIMA"
50,33.1189561753889,33.1189561753889,48.419526572206,"Precipitation","(S)ARIMA"
51,13.97717894078,13.97717894078,44.7986504512178,"Precipitation","(S)ARIMA"
52,30.9192208063516,30.9192208063516,309.192208063516,"Precipitation","(S)ARIMA"
53,32.8758296329831,32.8758296329831,NA,"Precipitation","(S)ARIMA"
54,24.1174899078614,24.1174899078614,3014.68623848267,"Precipitation","(S)ARIMA"
55,13.7515941413137,13.7515941413137,275.031882826274,"Precipitation","(S)ARIMA"
56,7.37693326332016,7.37693326332016,204.914812870005,"Precipitation","(S)ARIMA"
57,6.01900613094195,6.01900613094195,300.950306547097,"Precipitation","(S)ARIMA"
58,10.2987491236121,10.2987491236121,66.0176225872568,"Precipitation","(S)ARIMA"
59,16.4359272190612,16.4359272190612,72.7253416772619,"Precipitation","(S)ARIMA"
60,16.1573922909241,16.1573922909241,66.2188208644431,"Precipitation","(S)ARIMA"
61,2.49692472504232,2.49692472504232,32.0118554492605,"Precipitation","(S)ARIMA"
62,0.268826452074652,0.268826452074652,3.05484604630287,"Precipitation","(S)ARIMA"
63,67.0631429807975,67.0631429807975,90.1386330387062,"Precipitation","(S)ARIMA"
64,125.294556585167,125.294556585167,81.4659015508235,"Precipitation","(S)ARIMA"
65,0.292542413969059,0.292542413969059,0.362057443031014,"Precipitation","(S)ARIMA"
66,66.256843586708,66.256843586708,460.116969352139,"Precipitation","(S)ARIMA"
67,1.75574903980935,1.75574903980935,3.4561988972625,"Precipitation","(S)ARIMA"
68,13.1015117050932,13.1015117050932,32.9183711183247,"Precipitation","(S)ARIMA"
69,31.7808582436821,31.7808582436821,252.229033680017,"Precipitation","(S)ARIMA"
70,2.88171170013786,2.88171170013786,7.38900435932784,"Precipitation","(S)ARIMA"
71,17.3496979941046,17.3496979941046,28.5356874903036,"Precipitation","(S)ARIMA"
72,30.2772587640907,30.2772587640907,191.628220025891,"Precipitation","(S)ARIMA"
73,4.14135115841609,4.14135115841609,11.9004343632646,"Precipitation","(S)ARIMA"
74,9.72377502688882,9.72377502688882,28.5993383143789,"Precipitation","(S)ARIMA"
75,25.6310317321972,25.6310317321972,492.904456388408,"Precipitation","(S)ARIMA"
76,6.07928187964532,6.07928187964532,26.8994773435634,"Precipitation","(S)ARIMA"
77,42.4567851167367,42.4567851167367,60.1370894004769,"Precipitation","(S)ARIMA"
78,0.945641410221583,0.945641410221583,2.0468428792675,"Precipitation","(S)ARIMA"
79,42.9747729592839,42.9747729592839,56.8449377768305,"Precipitation","(S)ARIMA"
80,31.440375538562,31.440375538562,111.490693399156,"Precipitation","(S)ARIMA"
81,38.7722980937857,38.7722980937857,57.6968721633716,"Precipitation","(S)ARIMA"
82,42.1756782145618,42.1756782145618,602.509688779454,"Precipitation","(S)ARIMA"
83,0.510187499721596,0.510187499721596,2.04074999888638,"Precipitation","(S)ARIMA"
36,23.9404707834219,23.9404707834219,176.032873407514,"Precipitation","Holt–Winters"
37,15.350990524965,15.350990524965,114.559630783321,"Precipitation","Holt–Winters"
38,13.8403386036517,13.8403386036517,52.4255250138321,"Precipitation","Holt–Winters"
39,36.7641106282412,36.7641106282412,87.5335967339075,"Precipitation","Holt–Winters"
40,52.8942348386314,52.8942348386314,76.8811552887084,"Precipitation","Holt–Winters"
41,6.56567719735041,6.56567719735041,46.2371633616226,"Precipitation","Holt–Winters"
42,10.3754298433596,10.3754298433596,216.154788403325,"Precipitation","Holt–Winters"
43,8.34630861018005,8.34630861018005,834.630861018005,"Precipitation","Holt–Winters"
44,13.551032434767,13.551032434767,3387.75810869175,"Precipitation","Holt–Winters"
45,5.32909414333067,5.32909414333067,54.3785116666394,"Precipitation","Holt–Winters"
46,0.758252931349759,0.758252931349759,5.49458645905622,"Precipitation","Holt–Winters"
47,45.6284106503303,45.6284106503303,77.5993378406978,"Precipitation","Holt–Winters"
48,23.4674832632188,23.4674832632188,75.7015589136091,"Precipitation","Holt–Winters"
49,47.7461007324407,47.7461007324407,74.6032823944385,"Precipitation","Holt–Winters"
50,47.7144236276664,47.7144236276664,69.757929280214,"Precipitation","Holt–Winters"
51,12.7602326131808,12.7602326131808,40.8981814525026,"Precipitation","Holt–Winters"
52,14.0851878286616,14.0851878286616,140.851878286616,"Precipitation","Holt–Winters"
53,21.5796399282927,21.5796399282927,NA,"Precipitation","Holt–Winters"
54,12.7145117861333,12.7145117861333,1589.31397326666,"Precipitation","Holt–Winters"
55,12.9085702755783,12.9085702755783,258.171405511565,"Precipitation","Holt–Winters"
56,16.0068101300242,16.0068101300242,444.633614722894,"Precipitation","Holt–Winters"
57,9.82079103717057,9.82079103717057,491.039551858529,"Precipitation","Holt–Winters"
58,2.9208594101461,2.9208594101461,18.7234577573468,"Precipitation","Holt–Winters"
59,4.20683032046328,4.20683032046328,18.6142934533774,"Precipitation","Holt–Winters"
60,10.9371370917738,10.9371370917738,44.8243323433351,"Precipitation","Holt–Winters"
61,8.57263624852671,8.57263624852671,109.90559292983,"Precipitation","Holt–Winters"
62,10.5767738877325,10.5767738877325,120.190612360597,"Precipitation","Holt–Winters"
63,57.8506562714691,57.8506562714691,77.756258429394,"Precipitation","Holt–Winters"
64,135.250741305535,135.250741305535,87.9393636576949,"Precipitation","Holt–Winters"
65,3.72521979238427,3.72521979238427,4.61042053512904,"Precipitation","Holt–Winters"
66,64.8001302188172,64.8001302188172,450.000904297341,"Precipitation","Holt–Winters"
67,25.7640528951168,25.7640528951168,50.7166395573165,"Precipitation","Holt–Winters"
68,13.8580521251166,13.8580521251166,34.8192264450165,"Precipitation","Holt–Winters"
69,36.5191101825875,36.5191101825875,289.834207798313,"Precipitation","Holt–Winters"
70,0.729499155502097,0.729499155502097,1.87051065513358,"Precipitation","Holt–Winters"
71,34.8176719969212,34.8176719969212,57.265907889673,"Precipitation","Holt–Winters"
72,10.6931523403881,10.6931523403881,67.6781793695447,"Precipitation","Holt–Winters"
73,8.10708566238128,8.10708566238128,23.2962231677623,"Precipitation","Holt–Winters"
74,7.14007139503386,7.14007139503386,21.0002099853937,"Precipitation","Holt–Winters"
75,31.0277574987805,31.0277574987805,596.687644207318,"Precipitation","Holt–Winters"
76,4.30082030030869,4.30082030030869,19.03017831995,"Precipitation","Holt–Winters"
77,43.6381853001354,43.6381853001354,61.8104607650643,"Precipitation","Holt–Winters"
78,19.7507385213865,19.7507385213865,42.7505162800574,"Precipitation","Holt–Winters"
79,47.9625185314355,47.9625185314355,63.4424848299411,"Precipitation","Holt–Winters"
80,9.805977353323,9.805977353323,34.7729693380248,"Precipitation","Holt–Winters"
81,38.4978010964642,38.4978010964642,57.2883944887859,"Precipitation","Holt–Winters"
82,32.6298542539712,32.6298542539712,466.140775056732,"Precipitation","Holt–Winters"
83,14.3181654573507,14.3181654573507,57.2726618294026,"Precipitation","Holt–Winters"
36,2.20193389203003,2.20193389203003,9.68815261110071,"SoilMoisture","(S)ARIMA"
37,0.329158553782548,0.329158553782548,1.3070431679077,"SoilMoisture","(S)ARIMA"
38,0.802494419277394,0.802494419277394,3.1112495416541,"SoilMoisture","(S)ARIMA"
39,0.326294206485141,0.326294206485141,1.39620355299833,"SoilMoisture","(S)ARIMA"
40,2.83649265032481,2.83649265032481,12.3367691134322,"SoilMoisture","(S)ARIMA"
41,5.44516385454196,5.44516385454196,26.2569692163339,"SoilMoisture","(S)ARIMA"
42,0.298577999201289,0.298577999201289,1.50322401745344,"SoilMoisture","(S)ARIMA"
43,1.54614470866563,1.54614470866563,8.10500834365319,"SoilMoisture","(S)ARIMA"
44,0.111963345880078,0.111963345880078,0.61074440914705,"SoilMoisture","(S)ARIMA"
45,1.98968476317846,1.98968476317846,10.575639123854,"SoilMoisture","(S)ARIMA"
46,1.04434826702956,1.04434826702956,4.93181944024566,"SoilMoisture","(S)ARIMA"
47,2.63284193409287,2.63284193409287,10.0992569422898,"SoilMoisture","(S)ARIMA"
48,0.8401925762284,0.8401925762284,3.19325388457999,"SoilMoisture","(S)ARIMA"
49,0.100963036260563,0.100963036260563,0.374027326341006,"SoilMoisture","(S)ARIMA"
50,0.278762372587135,0.278762372587135,1.01998313785468,"SoilMoisture","(S)ARIMA"
51,1.15155518994805,1.15155518994805,4.48890688860167,"SoilMoisture","(S)ARIMA"
52,5.75914423445922,5.75914423445922,28.2571317209741,"SoilMoisture","(S)ARIMA"
53,0.863952962812455,0.863952962812455,4.30368529464593,"SoilMoisture","(S)ARIMA"
54,0.0863516434973519,0.0863516434973519,0.422858027145976,"SoilMoisture","(S)ARIMA"
55,0.683774889367413,0.683774889367413,3.38738669635721,"SoilMoisture","(S)ARIMA"
56,0.779602197129584,0.779602197129584,4.28431328172585,"SoilMoisture","(S)ARIMA"
57,2.72839367291514,2.72839367291514,16.1221762685034,"SoilMoisture","(S)ARIMA"
58,4.52784861131225,4.52784861131225,28.3595288278599,"SoilMoisture","(S)ARIMA"
59,2.48966671913513,2.48966671913513,13.5159191381721,"SoilMoisture","(S)ARIMA"
60,3.9795542071213,3.9795542071213,15.7415371514522,"SoilMoisture","(S)ARIMA"
61,0.912350604807049,0.912350604807049,3.50464974298669,"SoilMoisture","(S)ARIMA"
62,0.00463573645468429,0.00463573645468429,0.0190584605830713,"SoilMoisture","(S)ARIMA"
63,0.221271897925092,0.221271897925092,0.969197471688002,"SoilMoisture","(S)ARIMA"
64,2.78617067897112,2.78617067897112,11.3121702011451,"SoilMoisture","(S)ARIMA"
65,1.91528838604562,1.91528838604562,7.55378062321468,"SoilMoisture","(S)ARIMA"
66,0.559267941155944,0.559267941155944,2.560011732349,"SoilMoisture","(S)ARIMA"
67,0.787811562416014,0.787811562416014,4.05999463371366,"SoilMoisture","(S)ARIMA"
68,0.604670643595167,0.604670643595167,3.33923558152317,"SoilMoisture","(S)ARIMA"
69,0.315780506046529,0.315780506046529,1.72398727311121,"SoilMoisture","(S)ARIMA"
70,1.90130002963996,1.90130002963996,10.2512826444364,"SoilMoisture","(S)ARIMA"
71,2.50552701307202,2.50552701307202,10.4761871344992,"SoilMoisture","(S)ARIMA"
72,0.717879261912291,0.717879261912291,2.87360038895096,"SoilMoisture","(S)ARIMA"
73,1.74135148228513,1.74135148228513,6.70220723048621,"SoilMoisture","(S)ARIMA"
74,0.173809129560375,0.173809129560375,0.683652685236755,"SoilMoisture","(S)ARIMA"
75,0.757836060501525,0.757836060501525,3.30252985702031,"SoilMoisture","(S)ARIMA"
76,1.36062682351474,1.36062682351474,6.80697509978148,"SoilMoisture","(S)ARIMA"
77,2.30018704828953,2.30018704828953,10.8920273870419,"SoilMoisture","(S)ARIMA"
78,1.713504267679,1.713504267679,7.76458280834744,"SoilMoisture","(S)ARIMA"
79,1.01413162831856,1.01413162831856,4.9792208675017,"SoilMoisture","(S)ARIMA"
80,1.47295893259957,1.47295893259957,7.94547910987324,"SoilMoisture","(S)ARIMA"
81,4.76155031306926,4.76155031306926,21.5212384355067,"SoilMoisture","(S)ARIMA"
82,3.42761351177162,3.42761351177162,13.7133345967143,"SoilMoisture","(S)ARIMA"
83,1.97256275222163,1.97256275222163,7.98496254043705,"SoilMoisture","(S)ARIMA"
36,1.89824789917549,1.89824789917549,8.35198341216258,"SoilMoisture","Holt–Winters"
37,2.45515017728243,2.45515017728243,9.74906235468612,"SoilMoisture","Holt–Winters"
38,0.610112155193377,0.610112155193377,2.36538861530306,"SoilMoisture","Holt–Winters"
39,2.42315186903546,2.42315186903546,10.3685973632386,"SoilMoisture","Holt–Winters"
40,0.378161399133695,0.378161399133695,1.64473892368121,"SoilMoisture","Holt–Winters"
41,2.25424637991563,2.25424637991563,10.8701371317055,"SoilMoisture","Holt–Winters"
42,0.875692691834377,0.875692691834377,4.40877187801922,"SoilMoisture","Holt–Winters"
43,0.786185110528208,0.786185110528208,4.12124223869465,"SoilMoisture","Holt–Winters"
44,0.744214484935544,0.744214484935544,4.05958603959075,"SoilMoisture","Holt–Winters"
45,0.481499055395062,0.481499055395062,2.55927991336688,"SoilMoisture","Holt–Winters"
46,2.3619191746364,2.3619191746364,11.1539026486757,"SoilMoisture","Holt–Winters"
47,4.89417624434031,4.89417624434031,18.7734564587425,"SoilMoisture","Holt–Winters"
48,0.242316577196135,0.242316577196135,0.920953568648694,"SoilMoisture","Holt–Winters"
49,0.68202933154139,0.68202933154139,2.52664357977726,"SoilMoisture","Holt–Winters"
50,0.336672427434298,0.336672427434298,1.2318742869655,"SoilMoisture","Holt–Winters"
51,1.67670814708212,1.67670814708212,6.53601913074703,"SoilMoisture","Holt–Winters"
52,5.27231602513558,5.27231602513558,25.8685183651852,"SoilMoisture","Holt–Winters"
53,0.307009875564503,0.307009875564503,1.52933544261118,"SoilMoisture","Holt–Winters"
54,0.346198928413095,0.346198928413095,1.69531221340682,"SoilMoisture","Holt–Winters"
55,0.235007691831505,0.235007691831505,1.16421638353541,"SoilMoisture","Holt–Winters"
56,1.98926884772084,1.98926884772084,10.9320509570053,"SoilMoisture","Holt–Winters"
57,1.27363101480321,1.27363101480321,7.52593143926738,"SoilMoisture","Holt–Winters"
58,0.957480861128737,0.957480861128737,5.99704372082239,"SoilMoisture","Holt–Winters"
59,2.45427778428329,2.45427778428329,13.3237994547754,"SoilMoisture","Holt–Winters"
60,6.86058551470641,6.86058551470641,27.1377536627619,"SoilMoisture","Holt–Winters"
61,0.75266963297096,0.75266963297096,2.89126068623962,"SoilMoisture","Holt–Winters"
62,1.70872847930307,1.70872847930307,7.02493221698615,"SoilMoisture","Holt–Winters"
63,1.49351863704742,1.49351863704742,6.54179089400363,"SoilMoisture","Holt–Winters"
64,1.79927638545132,1.79927638545132,7.30526699772848,"SoilMoisture","Holt–Winters"
65,0.725690955705314,0.725690955705314,2.86208088535779,"SoilMoisture","Holt–Winters"
66,3.50898487791303,3.50898487791303,16.0621444481972,"SoilMoisture","Holt–Winters"
67,2.44240461571892,2.44240461571892,12.5869562040522,"SoilMoisture","Holt–Winters"
68,1.29644044672245,1.29644044672245,7.15946791013686,"SoilMoisture","Holt–Winters"
69,0.2086844254647,0.2086844254647,1.13930178307035,"SoilMoisture","Holt–Winters"
70,0.230098651071771,0.230098651071771,1.24062813415458,"SoilMoisture","Holt–Winters"
71,5.36947716465151,5.36947716465151,22.4510241948417,"SoilMoisture","Holt–Winters"
72,1.06601090559987,1.06601090559987,4.2671372687348,"SoilMoisture","Holt–Winters"
73,0.341852933311664,0.341852933311664,1.31574195371386,"SoilMoisture","Holt–Winters"
74,0.577675017541722,0.577675017541722,2.27219984321596,"SoilMoisture","Holt–Winters"
75,0.355926674947224,0.355926674947224,1.55107223341321,"SoilMoisture","Holt–Winters"
76,2.8829237216024,2.8829237216024,14.4227569590497,"SoilMoisture","Holt–Winters"
77,1.80193315954689,1.80193315954689,8.53265621941424,"SoilMoisture","Holt–Winters"
78,3.18000438280561,3.18000438280561,14.4098896203202,"SoilMoisture","Holt–Winters"
79,0.528240859257558,0.528240859257558,2.5935764510601,"SoilMoisture","Holt–Winters"
80,1.02389423140178,1.02389423140178,5.52312087341418,"SoilMoisture","Holt–Winters"
81,3.02730957406981,3.02730957406981,13.6828232147048,"SoilMoisture","Holt–Winters"
82,2.45543302791213,2.45543302791213,9.82379564555352,"SoilMoisture","Holt–Winters"
83,2.67644614473962,2.67644614473962,10.8342926901429,"SoilMoisture","Holt–Winters"
36,0.0223562314129611,0.0223562314129611,4.1456923108493,"WindSpeed","(S)ARIMA"
37,0.164418842290089,0.164418842290089,26.506080842949,"WindSpeed","(S)ARIMA"
38,0.084486842105263,0.084486842105263,12.2454039209703,"WindSpeed","(S)ARIMA"
39,0.095542700805592,0.095542700805592,18.56229285106,"WindSpeed","(S)ARIMA"
40,0.060474081886714,0.060474081886714,19.5268059724157,"WindSpeed","(S)ARIMA"
41,0.019652501135236,0.019652501135236,9.8255830687682,"WindSpeed","(S)ARIMA"
42,0.152092934808272,0.152092934808272,55.4886259947504,"WindSpeed","(S)ARIMA"
43,0.107132276916698,0.107132276916698,43.8725575589586,"WindSpeed","(S)ARIMA"
44,0.0714673885011493,0.0714673885011493,24.587327471218,"WindSpeed","(S)ARIMA"
45,0.0485078643727167,0.0485078643727167,13.6831806611452,"WindSpeed","(S)ARIMA"
46,0.0347216450489485,0.0347216450489485,7.7780040568642,"WindSpeed","(S)ARIMA"
47,0.207599230629506,0.207599230629506,26.2761925170588,"WindSpeed","(S)ARIMA"
48,0.00245702977126083,0.00245702977126083,0.349364659179651,"WindSpeed","(S)ARIMA"
49,0.0693978740028472,0.0693978740028472,9.43007048849703,"WindSpeed","(S)ARIMA"
50,0.0420874713838765,0.0420874713838765,5.13600186188437,"WindSpeed","(S)ARIMA"
51,0.124285328593214,0.124285328593214,17.5116690257898,"WindSpeed","(S)ARIMA"
52,0.108582198029216,0.108582198029216,26.7296571444965,"WindSpeed","(S)ARIMA"
53,0.0448041028114621,0.0448041028114621,12.5176884284196,"WindSpeed","(S)ARIMA"
54,0.00544048831482641,0.00544048831482641,1.43687499395533,"WindSpeed","(S)ARIMA"
55,0.0285542507578896,0.0285542507578896,8.71037993616627,"WindSpeed","(S)ARIMA"
56,0.0199474656942184,0.0199474656942184,5.34022070091108,"WindSpeed","(S)ARIMA"
57,0.0394445470525178,0.0394445470525178,7.22350089893458,"WindSpeed","(S)ARIMA"
58,0.104472407405595,0.104472407405595,18.5082962406267,"WindSpeed","(S)ARIMA"
59,0.181521809100919,0.181521809100919,30.4289290323537,"WindSpeed","(S)ARIMA"
60,0.0161924242414513,0.0161924242414513,2.22540826473027,"WindSpeed","(S)ARIMA"
61,0.0175832937407427,0.0175832937407427,2.15577960165538,"WindSpeed","(S)ARIMA"
62,0.0596234036657199,0.0596234036657199,7.95776591809127,"WindSpeed","(S)ARIMA"
63,0.0571212435518081,0.0571212435518081,8.3572677177479,"WindSpeed","(S)ARIMA"
64,0.00592106499951922,0.00592106499951922,1.35929113019028,"WindSpeed","(S)ARIMA"
65,0.197974325814102,0.197974325814102,152.608245684864,"WindSpeed","(S)ARIMA"
66,0.0784640407999361,0.0784640407999361,30.6883383547154,"WindSpeed","(S)ARIMA"
67,0.0969712531154491,0.0969712531154491,36.4800295358676,"WindSpeed","(S)ARIMA"
68,0.0603479037084822,0.0603479037084822,23.380563841366,"WindSpeed","(S)ARIMA"
69,0.160783991784786,0.160783991784786,75.4263455481583,"WindSpeed","(S)ARIMA"
70,0.466087434756145,0.466087434756145,55.4480340052892,"WindSpeed","(S)ARIMA"
71,0.466014689681643,0.466014689681643,101.694933862847,"WindSpeed","(S)ARIMA"
