"train_end","rmse","mae","mape","ClimaticVariable","Model"
72,0.29787452223414,0.29787452223414,126.28304958067,"WindSpeed","(S)ARIMA"
73,0.225899561737422,0.225899561737422,26.4501944050875,"WindSpeed","(S)ARIMA"
74,0.168734257867053,0.168734257867053,30.6574028925821,"WindSpeed","(S)ARIMA"
75,0.121129909349319,0.121129909349319,29.6317527131977,"WindSpeed","(S)ARIMA"
76,0.0631048362862635,0.0631048362862635,20.1517513865064,"WindSpeed","(S)ARIMA"
77,0.216101240403213,0.216101240403213,59.3257230629884,"WindSpeed","(S)ARIMA"
78,0.0100384445980503,0.0100384445980503,6.66241222775776,"WindSpeed","(S)ARIMA"
79,0.23592483676386,0.23592483676386,82.446266009714,"WindSpeed","(S)ARIMA"
80,0.128545642608088,0.128545642608088,33.0180926911872,"WindSpeed","(S)ARIMA"
81,0.126538951249546,0.126538951249546,57.5211499062139,"WindSpeed","(S)ARIMA"
82,0.374000134743112,0.374000134743112,414.80014944236,"WindSpeed","(S)ARIMA"
83,0.122023196234613,0.122023196234613,17.6205822106045,"WindSpeed","(S)ARIMA"
36,0.00445198560092297,0.00445198560092297,0.825566802062084,"WindSpeed","Holt–Winters"
37,0.104399496771763,0.104399496771763,16.8303186110096,"WindSpeed","Holt–Winters"
38,0.00633114196986051,0.00633114196986051,0.917626801642762,"WindSpeed","Holt–Winters"
39,0.0292233027786852,0.0292233027786852,5.67758185271439,"WindSpeed","Holt–Winters"
40,0.0360094749580666,0.0360094749580666,11.6272956734083,"WindSpeed","Holt–Winters"
41,0.0129207939995547,0.0129207939995547,6.45995814392519,"WindSpeed","Holt–Winters"
42,0.0838010089436624,0.0838010089436624,30.5734309691597,"WindSpeed","Holt–Winters"
43,0.0672534213962264,0.0672534213962264,27.5414626306981,"WindSpeed","Holt–Winters"
44,0.0834613680410669,0.0834613680410669,28.7136836850917,"WindSpeed","Holt–Winters"
45,0.019790644673211,0.019790644673211,5.58257861824953,"WindSpeed","Holt–Winters"
46,0.0771133554253108,0.0771133554253108,17.2741812921287,"WindSpeed","Holt–Winters"
47,0.288855621955585,0.288855621955585,36.5609540513439,"WindSpeed","Holt–Winters"
48,0.0954756137764224,0.0954756137764224,13.5756618243381,"WindSpeed","Holt–Winters"
49,0.0320862893192702,0.0320862893192702,4.3600178585098,"WindSpeed","Holt–Winters"
50,0.0769106276683286,0.0769106276683286,9.38552766214791,"WindSpeed","Holt–Winters"
51,0.145692510901751,0.145692510901751,20.5279179717036,"WindSpeed","Holt–Winters"
52,0.0028951889184281,0.0028951889184281,0.712708054936469,"WindSpeed","Holt–Winters"
53,0.0252891224425177,0.0252891224425177,7.06545462355752,"WindSpeed","Holt–Winters"
54,0.0245901896874804,0.0245901896874804,6.49445906579185,"WindSpeed","Holt–Winters"
55,0.0701622418545597,0.0701622418545597,21.4027602723053,"WindSpeed","Holt–Winters"
56,0.0621115257117577,0.0621115257117577,16.6281401585384,"WindSpeed","Holt–Winters"
57,0.012944816765165,0.012944816765165,2.37059118501766,"WindSpeed","Holt–Winters"
58,0.139224673164073,0.139224673164073,24.6649958483402,"WindSpeed","Holt–Winters"
59,0.14275727139134,0.14275727139134,23.9307381384925,"WindSpeed","Holt–Winters"
60,0.0232839686118816,0.0232839686118816,3.20003573349789,"WindSpeed","Holt–Winters"
61,0.00965506184863352,0.00965506184863352,1.18374780589464,"WindSpeed","Holt–Winters"
62,0.0554941488881402,0.0554941488881402,7.40664604039411,"WindSpeed","Holt–Winters"
63,0.0466053021338311,0.0466053021338311,6.81870636527178,"WindSpeed","Holt–Winters"
64,0.0231937319454151,0.0231937319454151,5.32455463873028,"WindSpeed","Holt–Winters"
65,0.207380900689461,0.207380900689461,159.859291413792,"WindSpeed","Holt–Winters"
66,0.0685858601666473,0.0685858601666473,26.824849468433,"WindSpeed","Holt–Winters"
67,0.021928528595564,0.021928528595564,8.24938675271019,"WindSpeed","Holt–Winters"
68,0.0463633864828784,0.0463633864828784,17.9625480083163,"WindSpeed","Holt–Winters"
69,0.202994497692637,0.202994497692637,95.2279698829349,"WindSpeed","Holt–Winters"
70,0.365196126694068,0.365196126694068,43.4455120252855,"WindSpeed","Holt–Winters"
71,0.164700224502823,0.164700224502823,35.9413100249109,"WindSpeed","Holt–Winters"
72,0.396159207581016,0.396159207581016,167.950560113592,"WindSpeed","Holt–Winters"
73,0.176780219393515,0.176780219393515,20.6988943846096,"WindSpeed","Holt–Winters"
74,0.153912683346875,0.153912683346875,27.9644643790199,"WindSpeed","Holt–Winters"
75,0.102396112816735,0.102396112816735,25.0489438164122,"WindSpeed","Holt–Winters"
76,0.0523719185279475,0.0523719185279475,16.7243264370737,"WindSpeed","Holt–Winters"
77,0.149561004684671,0.149561004684671,41.0586016461068,"WindSpeed","Holt–Winters"
78,0.0992558292816979,0.0992558292816979,65.8750710056275,"WindSpeed","Holt–Winters"
79,0.0851527956476161,0.0851527956476161,29.7574860609572,"WindSpeed","Holt–Winters"
80,0.147134098843745,0.147134098843745,37.7927031604525,"WindSpeed","Holt–Winters"
81,0.148599126326636,0.148599126326636,67.5491027621232,"WindSpeed","Holt–Winters"
82,0.452308177696528,0.452308177696528,501.650887990695,"WindSpeed","Holt–Winters"
83,0.196989893016537,0.196989893016537,28.4460390455783,"WindSpeed","Holt–Winters"
